Recipe_Name,Ingredients,Number_of_Ingredients,Amounts,Cooking_Time,Cooking_Time_Unit,Cooking_Time_Seconds,Calories,Sodium,Fat,Protein,Carbs,Fiber,Servings,Star_Rating,Number_of_Reviews,Course,Directions,avocado,banana,basil,beans,beef,bell pepper,broccoli,butter,carrot,celery,chicken breast,cilantro,cucumber,egg,eggplant,flour,garlic,garlic powder,ginger,green beans,ground beef,honey,lemon,lettuce,lime,mayonnaise,milk,mozzarella,mushroom,oil,olive oil,onion,oregano,paprika,pasta,pepper,potato,red onion,salmon,salt,scallion,shrimp,soy sauce,sugar,tomato,tomato paste,water,yogurt,zucchini,Actual_Ingredients,Number_of_Actual_Ingredients,Remove_Indices_1
Skinny Lemon Pepper Chicken Breasts,"['olive oil', 'lemon juice', 'chicken breasts', 'coarse salt', 'freshly ground black pepper']",5,"{'olive oil': '4  ', 'lemon juice': '0.5 teaspoon ', 'chicken breasts': '1 teaspoon ', 'coarse salt': '2 teaspoons ', 'freshly ground black pepper': '0.25 cup '}",25,Minutes,1500,280,560mg,9g,48g,1g,,4,,0,Main Dish,http://yummly.com/recipe/Skinny-Lemon-Pepper-Chicken-Breasts-2399867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['lemon juice', 'chicken breasts']",2,"[3, 4, 0]"
Italian Chicken,"['chicken breasts', 'mozzarella cheese', 'Italian dressing']",3,"{'chicken breasts': '1  ', 'mozzarella cheese': '1 cup ', 'Italian dressing': '0.5 cup '}",20,Minutes,1200,280,1110mg,21g,15g,6g,,4,,0,Main Dish,http://yummly.com/recipe/Italian-Chicken-1113944,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['chicken breasts', 'mozzarella cheese', 'Italian dressing']",3,[]
Easy Grilled Chicken,"['olive oil', 'garlic', 'salt', 'pepper', 'lemon juice', 'chili powder', 'boneless, skinless chicken breasts', 'dried oregano']",8,"{'olive oil': '0.25 cup ', 'garlic': '0.25 cup ', 'salt': '3 cloves ', 'pepper': '1 teaspoon ', 'lemon juice': '0.25 teaspoon ', 'chili powder': '0.5 teaspoon ', 'boneless, skinless chicken breasts': '0.5 teaspoon ', 'dried oregano': '4  '}",75,Minutes,4500,180,290mg,11g,17g,2g,0g,6,,0,Main Dish,http://yummly.com/recipe/Easy-Grilled-Chicken-2573866,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,0,-1,7,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['garlic', 'lemon juice', 'chili powder', 'boneless, skinless chicken breasts']",4,"[2, 3, 7, 0]"
Avocado Tuna Salad,"['lemon juiced', 'chopped onion', 'sea salt', 'ground pepper', 'tuna', 'avocado']",6,"{'lemon juiced': '1  ', 'chopped onion': '1  ', 'sea salt': '1 tablespoon ', 'ground pepper': '5 ounces ', 'tuna': '1  ', 'avocado': '1  '}",25,Minutes,1500,280,430mg,19g,19g,15g,8g,2,4.5,30,,http://yummly.com/recipe/Avocado-Tuna-Salad-2312854,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['lemon juiced', 'chopped onion', 'ground pepper', 'tuna', 'avocado']",5,[2]
Easy Chicken Enchilada,"['corn tortillas', 'cheese', 'enchilada sauce', 'shredded cheese', 'sour cream', 'chicken breast']",6,"{'corn tortillas': '1  ', 'cheese': '1 cup ', 'enchilada sauce': '0.5 cup ', 'shredded cheese': '1  ', 'sour cream': '10  ', 'chicken breast': '1  '}",40,Minutes,2400,360,310mg,20g,19g,28g,4g,4,4.5,24,Main Dish,http://yummly.com/recipe/Easy-Chicken-Enchilada-2605304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['corn tortillas', 'cheese', 'enchilada sauce', 'shredded cheese', 'sour cream', 'chicken breast']",6,[]
Grilled California Avocado Chicken,"['olive oil', 'balsamic vinegar', 'mozzarella cheese', 'garlic', 'salt', 'pepper', 'honey', 'boneless skinless chicken breasts', 'Roma tomatoes', 'italian seasoning', 'avocados', 'basil']",12,"{'olive oil': '0.75 cup ', 'balsamic vinegar': '0.25 cup ', 'mozzarella cheese': '3 cloves ', 'garlic': '2 tablespoons ', 'salt': '2 teaspoons ', 'pepper': '0.5 teaspoon ', 'honey': '0.25 teaspoon ', 'boneless skinless chicken breasts': '4  ', 'Roma tomatoes': '4 slices ', 'italian seasoning': '2  ', 'avocados': '3  ', 'basil': '0.25 cup '}",22,Minutes,1320,570,830mg,32g,34g,41g,9g,4,4.5,8,Main Dish,http://yummly.com/recipe/Grilled-California-Avocado-Chicken-2420114,10,-1,11,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,-1,5,-1,-1,-1,4,-1,-1,-1,-1,8,-1,-1,-1,-1,"['balsamic vinegar', 'mozzarella cheese', 'garlic', 'honey', 'boneless skinless chicken breasts', 'Roma tomatoes', 'italian seasoning', 'avocados', 'basil']",9,"[4, 5, 0]"
Juicy Oven Baked Chicken Breast,"['olive oil', 'garlic powder', 'parsley flakes', 'salt', 'onion powder', 'brown sugar', 'chili powder', 'boneless, skinless chicken breasts', 'black pepper', 'cumin']",10,"{'olive oil': '32 ounces ', 'garlic powder': '2 teaspoons ', 'parsley flakes': '3 tablespoons ', 'salt': '1 tablespoon ', 'onion powder': '1 teaspoon ', 'brown sugar': '0.5 teaspoon ', 'chili powder': '0.5 teaspoon ', 'boneless, skinless chicken breasts': '0.5 teaspoon ', 'black pepper': '0.5 teaspoon ', 'cumin': '0.5 teaspoon '}",25,Minutes,1500,250,460mg,8g,38g,7g,<1g,5,4.5,362,Main Dish,http://yummly.com/recipe/Juicy-Oven-Baked-Chicken-Breast-2716315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,8,-1,-1,-1,3,-1,-1,-1,5,-1,-1,-1,-1,-1,"['parsley flakes', 'onion powder', 'chili powder', 'boneless, skinless chicken breasts', 'cumin']",5,"[3, 8, 1, 5, 0]"
Enchilada Burgers,"['lettuce', 'enchilada sauce', 'cheddar cheese', 'salt', 'lean ground beef', 'cilantro', 'sour cream', 'burger buns']",8,"{'lettuce': '1 pound ', 'enchilada sauce': '1 cup ', 'cheddar cheese': '0.5 teaspoon ', 'salt': '1.5 cups ', 'lean ground beef': '6  ', 'cilantro': '3 tablespoons ', 'sour cream': '1  ', 'burger buns': '1  '}",30,Minutes,1800,550,1470mg,24g,42g,38g,3g,4,3,2,Main Dish,http://yummly.com/recipe/Enchilada-Burgers-1285358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['lettuce', 'enchilada sauce', 'cheddar cheese', 'lean ground beef', 'cilantro', 'sour cream', 'burger buns']",7,[3]
Hayashi Ground Beef (Dry),"['boiled egg', 'onion', 'sake', 'corn starch', 'Worcester sauce', 'carrot', 'ketchup', 'lean ground beef', 'canola oil', 'beef broth']",10,"{'boiled egg': '0.33  ', 'onion': '1  ', 'sake': '1 tablespoon ', 'corn starch': '150 grams ', 'Worcester sauce': '1 teaspoon ', 'carrot': '1 cup ', 'ketchup': '2 tablespoons ', 'lean ground beef': '1 tablespoon ', 'canola oil': '1 tablespoon ', 'beef broth': '1  '}",26,Minutes,1560,270,730mg,13g,21g,13g,1g,2,,0,Main Dish,http://yummly.com/recipe/Hayashi-Ground-Beef-_Dry_-1695082,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['boiled egg', 'onion', 'sake', 'corn starch', 'Worcester sauce', 'carrot', 'ketchup', 'lean ground beef', 'beef broth']",9,[8]
Lemon Veggie Pasta Salad,"['bell peppers', 'olive oil', 'fresh dill', 'lemons', 'extra-virgin olive oil', 'salt', 'pepper', 'baby bella mushrooms', 'pasta', 'green onions', 'grape tomatoes', 'frozen peas', 'garlic cloves', 'broccoli florets', 'calamata olives']",15,"{'bell peppers': '1 pound ', 'olive oil': '1 tablespoon ', 'fresh dill': '2 cups ', 'lemons': '6 ounces ', 'extra-virgin olive oil': '4  ', 'salt': '8 ounces ', 'pepper': '1 cup ', 'baby bella mushrooms': '4 cups ', 'pasta': '1.5 cups ', 'green onions': '0.75 cup ', 'grape tomatoes': '3  ', 'frozen peas': '3  ', 'garlic cloves': '1 tablespoon ', 'broccoli florets': '2 teaspoons ', 'calamata olives': '0.5 teaspoon '}",40,Minutes,2400,330,650mg,18g,8g,39g,6g,12,,0,Salad,http://yummly.com/recipe/Lemon-Veggie-Pasta-Salad-2094264,-1,-1,-1,-1,-1,0,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,7,-1,1,-1,-1,-1,8,6,-1,-1,-1,5,9,-1,-1,-1,10,-1,-1,-1,-1,"['bell peppers', 'fresh dill', 'lemons', 'extra-virgin olive oil', 'baby bella mushrooms', 'pasta', 'green onions', 'grape tomatoes', 'frozen peas', 'garlic cloves', 'broccoli florets', 'calamata olives']",12,"[5, 6, 1]"
Haitian White Rice Recipe & Chicken Mixed Vegetable,"['lime juice', 'Scotch Bonnet pepper', 'garlic', 'black pepper', 'fresh thyme', 'chicken', 'shallot', 'red pepper', 'green onions', 'fresh parsley', 'adobo', 'chicken wings', 'white vinegar']",13,"{'lime juice': '3 pounds ', 'Scotch Bonnet pepper': '0.5  ', 'garlic': '2 teaspoons ', 'black pepper': '1 tablespoon ', 'fresh thyme': '4 sprigs ', 'chicken': '4 sprigs ', 'shallot': '1 teaspoon ', 'red pepper': '0.5  ', 'green onions': '0.5  ', 'fresh parsley': '1  ', 'adobo': '1 tablespoon ', 'chicken wings': '3  ', 'white vinegar': '1  '}",50,Minutes,3000,,,,,,,4,,0,,http://yummly.com/recipe/Haitian-White-Rice-Recipe-_-Chicken-Mixed-Vegetable-2717317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,"['lime juice', 'Scotch Bonnet pepper', 'garlic', 'fresh thyme', 'chicken', 'shallot', 'red pepper', 'green onions', 'fresh parsley', 'adobo', 'chicken wings', 'white vinegar']",12,[3]
Turkey Burgers,"['burger toppings', 'knorr homestyle stock - chicken', 'vegetable oil', 'ground turkey', 'hamburger buns']",5,"{'burger toppings': '1.5 pounds ', 'knorr homestyle stock - chicken': '1  ', 'vegetable oil': '6  ', 'ground turkey': '1  ', 'hamburger buns': '1 tablespoon '}",18,Minutes,1080,,,,,,,6,5,1,Main Dish,http://yummly.com/recipe/Turkey-burgers-298423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['burger toppings', 'knorr homestyle stock - chicken', 'ground turkey', 'hamburger buns']",4,[2]
Traditional Chicken Salad,"['mayonnaise', 'slivered almonds', 'cooked chicken', 'garlic powder', 'pepper', 'salt', 'red grapes', 'lemon juice', 'whole grain mustard', 'rib of celery', 'sweet onion']",11,"{'mayonnaise': '12 ounces ', 'slivered almonds': '1  ', 'cooked chicken': '2 tablespoons ', 'garlic powder': '0.25 cup ', 'pepper': '0.25 cup ', 'salt': '0.5 cup ', 'red grapes': '1 teaspoon ', 'lemon juice': '2 teaspoons ', 'whole grain mustard': '0.25 teaspoon ', 'rib of celery': '0.25 teaspoon ', 'sweet onion': '1 pinch '}",10,Minutes,600,370,460mg,25g,25g,10g,1g,4,,0,Salad,http://yummly.com/recipe/Traditional-Chicken-Salad-9128488,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,7,-1,-1,0,-1,-1,-1,-1,-1,10,-1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['mayonnaise', 'slivered almonds', 'cooked chicken', 'red grapes', 'lemon juice', 'whole grain mustard', 'rib of celery', 'sweet onion']",8,"[5, 4, 3]"
Keto Ground Beef And Broccoli,"['mayonnaise', 'pepper', 'salt', 'ground beef', 'broccoli', 'butter']",6,"{'mayonnaise': '10 ounces ', 'pepper': '3 ounces ', 'salt': '9 ounces ', 'ground beef': '1  ', 'broccoli': '1  ', 'butter': '0.5 cup '}",30,Minutes,1800,900,1190mg,75g,32g,26g,5g,2,5,4,,http://yummly.com/recipe/Keto-Ground-Beef-And-Broccoli-2483105,-1,-1,-1,-1,-1,-1,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['mayonnaise', 'ground beef', 'broccoli', 'butter']",4,"[2, 1]"
Slow Cooker Chicken with Creamy Mushroom Rice,"['onion', 'grated romano cheese', 'garlic', 'salt', 'pepper', 'milk', 'oil', 'chicken drumsticks', 'jasmine rice', 'cream of mushroom soup', 'sliced mushrooms']",11,"{'onion': '8  ', 'grated romano cheese': '10.25 ounces ', 'garlic': '2 cans ', 'salt': '2 cups ', 'pepper': '1 clove ', 'milk': '2 tablespoons ', 'oil': '0.75 cup ', 'chicken drumsticks': '0.25 cup ', 'jasmine rice': '2 teaspoons ', 'cream of mushroom soup': '1 teaspoon ', 'sliced mushrooms': '1 tablespoon '}",4,Hours,14400,780,1800mg,41g,58g,40g,1g,4,4.5,5,Main Dish,http://yummly.com/recipe/Slow-Cooker-Chicken-with-Creamy-Mushroom-Rice-2260029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,10,6,-1,0,-1,-1,-1,4,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['onion', 'grated romano cheese', 'garlic', 'milk', 'chicken drumsticks', 'jasmine rice', 'cream of mushroom soup', 'sliced mushrooms']",8,"[3, 4, 6]"
Chilli Con Carne,"['hot chilli powder', 'red wine', 'mixed beans', 'chipotle paste', 'ground coriander', 'honey', 'cooked rice', 'ground ginger', 'black pepper', 'tomato ketchup', 'sour cream', 'kidney beans', 'tomato puree', 'stock cubes', 'olive oil', 'Worcestershire sauce', 'chopped tomatoes', 'garlic', 'onions', 'chilli', 'cumin', 'red bell peppers', 'chillies', 'minced beef', 'salt', 'fresh coriander', 'smoked paprika', 'hot water', 'herbs']",29,"{'hot chilli powder': '2 tablespoons ', 'red wine': '2  ', 'mixed beans': '6 cloves ', 'chipotle paste': '1.12 pounds ', 'ground coriander': '1.5 cups ', 'honey': '0.75 cup ', 'cooked rice': '2  ', 'ground ginger': '4 tablespoons ', 'black pepper': '2 tablespoons ', 'tomato ketchup': '2  ', 'sour cream': '400 milliliters ', 'kidney beans': '1 teaspoon ', 'tomato puree': '4 teaspoons ', 'stock cubes': '2 teaspoons ', 'olive oil': '2 teaspoons ', 'Worcestershire sauce': '3 teaspoons ', 'chopped tomatoes': '2 teaspoons ', 'garlic': '0.5 teaspoon ', 'onions': '0.5 teaspoon ', 'chilli': '1  ', 'cumin': '3 tablespoons ', 'red bell peppers': '1 tablespoon ', 'chillies': '1 teaspoon ', 'minced beef': '400 grams ', 'salt': '420 grams ', 'fresh coriander': '1  ', 'smoked paprika': '1  ', 'hot water': '1  ', 'herbs': '1  '}",115,Minutes,6900,310,340mg,14g,17g,22g,4g,8,4.5,29,Main Dish,http://yummly.com/recipe/Chilli-Con-Carne-2633297,-1,-1,-1,2,23,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,7,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,14,18,-1,26,-1,8,-1,-1,-1,24,-1,-1,-1,-1,12,-1,27,-1,-1,"['hot chilli powder', 'red wine', 'mixed beans', 'chipotle paste', 'ground coriander', 'honey', 'cooked rice', 'ground ginger', 'tomato ketchup', 'sour cream', 'kidney beans', 'tomato puree', 'stock cubes', 'Worcestershire sauce', 'chopped tomatoes', 'garlic', 'onions', 'chilli', 'cumin', 'red bell peppers', 'chillies', 'minced beef', 'fresh coriander', 'herbs']",24,"[24, 8, 26, 14, 27]"
Chicken Po'boys,"['Tyson® Blackened Flavored Chicken Breast Strips', 'hoagie rolls', 'small tomato', 'shredded iceberg lettuce']",4,"{'Tyson® Blackened Flavored Chicken Breast Strips': '16 ounces ', 'hoagie rolls': '4  ', 'small tomato': '1  ', 'shredded iceberg lettuce': '1 cup '}",10,Minutes,600,570,1450mg,13g,40g,72g,,4,5,1,Lunch,http://yummly.com/recipe/Chicken-Po_boys-9063881,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,"['Tyson® Blackened Flavored Chicken Breast Strips', 'hoagie rolls', 'small tomato', 'shredded iceberg lettuce']",4,[]
Crockpot Beef Stew,"['onion', 'garlic', 'salt', 'carrots', 'pepper', 'beef chuck roast', 'celery', 'beef broth', 'russet potatoes']",9,"{'onion': '2 pounds ', 'garlic': '4  ', 'salt': '4  ', 'carrots': '1  ', 'pepper': '4 cloves ', 'beef chuck roast': '8 cups ', 'celery': '4 stalks ', 'beef broth': '1  ', 'russet potatoes': '1  '}",45,Minutes,2700,400,980mg,20g,27g,25g,3g,8,3.5,8,Main Dish,http://yummly.com/recipe/Crockpot-Beef-Stew-1396412,-1,-1,-1,-1,5,-1,-1,-1,3,6,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,4,8,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['onion', 'garlic', 'carrots', 'beef chuck roast', 'celery', 'beef broth', 'russet potatoes']",7,"[2, 4]"
Meatball Salad,"['ground black pepper', 'lettuce leaves', 'onion', 'salt', 'ground beef', 'carrot', 'chayotes', 'turkey breast', 'Parmesan cheese', 'salad dressing', 'tomato', 'sun dried tomatoes']",12,"{'ground black pepper': '300 grams ', 'lettuce leaves': '3 slices ', 'onion': '3  ', 'salt': '2 tablespoons ', 'ground beef': '1  ', 'carrot': '1  ', 'chayotes': '6  ', 'turkey breast': '1  ', 'Parmesan cheese': '2 tablespoons ', 'salad dressing': '1  ', 'tomato': '1  ', 'sun dried tomatoes': '1  '}",35,Minutes,2100,460,730mg,32g,33g,12g,3g,2,,0,Salad,http://yummly.com/recipe/Meatball-Salad-627065,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,-1,-1,-1,3,-1,-1,-1,-1,10,-1,-1,-1,-1,"['lettuce leaves', 'onion', 'ground beef', 'carrot', 'chayotes', 'turkey breast', 'Parmesan cheese', 'salad dressing', 'tomato', 'sun dried tomatoes']",10,"[3, 0]"
Classic Stuffed Peppers,"['bell peppers', 'salt', 'ground beef', 'shredded Jack cheese', 'marinara sauce', 'fresh parsley', 'cooked rice', 'dried oregano', 'paprika', 'garlic cloves', 'sweet onion', 'ground mustard', 'freshly ground black pepper']",13,"{'bell peppers': '1.5 cups ', 'salt': '6  ', 'ground beef': '1 pound ', 'shredded Jack cheese': '1  ', 'marinara sauce': '2  ', 'fresh parsley': '0.75 cup ', 'cooked rice': '1 teaspoon ', 'dried oregano': '0.5 teaspoon ', 'paprika': '0.5 teaspoon ', 'garlic cloves': '0.25 cup ', 'sweet onion': '1  ', 'ground mustard': '1  ', 'freshly ground black pepper': '0.5 cup '}",65,Minutes,3900,300,500mg,16g,20g,20g,5g,6,4.5,86,Main Dish,http://yummly.com/recipe/Classic-Stuffed-Peppers-2201690,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,7,8,-1,12,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"['bell peppers', 'ground beef', 'shredded Jack cheese', 'marinara sauce', 'fresh parsley', 'cooked rice', 'garlic cloves', 'sweet onion', 'ground mustard']",9,"[1, 12, 8, 7]"
Crispy Asian Pizza,"['fresh ginger root', 'pork loin roast', 'mozzarella cheese', 'fresh mushrooms', 'barbecue sauce', 'garlic', 'creamy peanut butter', 'hoisin sauce', 'red bell pepper', 'plum sauce', 'green onion', 'fresh cilantro', 'lovosh']",13,"{'fresh ginger root': '1 cup ', 'pork loin roast': '3 tablespoons ', 'mozzarella cheese': '1  ', 'fresh mushrooms': '0.5 cup ', 'barbecue sauce': '0.5  ', 'garlic': '0.25 cup ', 'creamy peanut butter': '1.5 cups ', 'hoisin sauce': '2 tablespoons ', 'red bell pepper': '0.33 cup ', 'plum sauce': '2 tablespoons ', 'green onion': '1 tablespoon ', 'fresh cilantro': '0.5 teaspoon ', 'lovosh': '0.25 teaspoon '}",35,Minutes,2100,,,,,,,12,,0,Main Dish,http://yummly.com/recipe/Crispy-Asian-Pizza-9003448,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,5,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,"['fresh ginger root', 'pork loin roast', 'mozzarella cheese', 'fresh mushrooms', 'barbecue sauce', 'garlic', 'creamy peanut butter', 'hoisin sauce', 'red bell pepper', 'plum sauce', 'green onion', 'fresh cilantro', 'lovosh']",13,[]
Lemon Garlic Parmesan Shrimp Pasta,"['olive oil', 'baby spinach', 'garlic', 'large shrimp', 'salt', 'pepper', 'linguine pasta', 'lemon juice', 'Parmesan cheese', 'red pepper flakes', 'Italian seasoning', 'butter', 'parsley']",13,"{'olive oil': '8 ounces ', 'baby spinach': '2 tablespoons ', 'garlic': '6 tablespoons ', 'large shrimp': '4 cloves ', 'salt': '1 teaspoon ', 'pepper': '1.25 pounds ', 'linguine pasta': '1  ', 'lemon juice': '1  ', 'Parmesan cheese': '1 teaspoon ', 'red pepper flakes': '4 cups ', 'Italian seasoning': '0.5 cup ', 'butter': '2 tablespoons ', 'parsley': '1 tablespoon '}",25,Minutes,1500,330,370mg,19g,9g,32g,2g,6,4.5,106,Main Dish,http://yummly.com/recipe/Lemon-Garlic-Parmesan-Shrimp-Pasta-2484536,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,6,5,-1,-1,-1,4,-1,3,-1,-1,-1,-1,-1,-1,-1,"['baby spinach', 'garlic', 'large shrimp', 'linguine pasta', 'lemon juice', 'Parmesan cheese', 'red pepper flakes', 'Italian seasoning', 'butter', 'parsley']",10,"[4, 5, 0]"
Pesto Burger,"['mozzarella cheese', 'plum tomatoes', 'pepper', 'salt', 'ground chuck', 'basil pesto', 'burger buns']",7,"{'mozzarella cheese': '1 pound ', 'plum tomatoes': '1  ', 'pepper': '1  ', 'salt': '1  ', 'ground chuck': '4  ', 'basil pesto': '2  ', 'burger buns': '1  '}",15,Minutes,900,,,,,,,4,5,1,,http://yummly.com/recipe/Pesto-Burger-1060292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,3,-1,-1,-1,-1,1,-1,-1,-1,-1,"['mozzarella cheese', 'plum tomatoes', 'ground chuck', 'basil pesto', 'burger buns']",5,"[3, 2]"
Savory Apricot Chicken with Vegetable Rice,"[""Smucker's Orchard's Finest Coastal Valley Peach Apricot Preserves"", 'water', 'Crisco Pure Vegetable Oil', 'boneless skinless chicken thighs', 'rice mix', 'onion soup mix']",6,"{""Smucker's Orchard's Finest Coastal Valley Peach Apricot Preserves"": '1 tablespoon ', 'water': '8  ', 'Crisco Pure Vegetable Oil': '12 ounces ', 'boneless skinless chicken thighs': '1 ounce ', 'rice mix': '0.25 cup ', 'onion soup mix': '5.62 ounces '}",20,Minutes,1200,350,820mg,10g,47g,16g,0g,4,4.5,6,Main Dish,http://yummly.com/recipe/Savory-Apricot-Chicken-with-Vegetable-Rice-2663670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,"[""Smucker's Orchard's Finest Coastal Valley Peach Apricot Preserves"", 'Crisco Pure Vegetable Oil', 'boneless skinless chicken thighs', 'rice mix', 'onion soup mix']",5,[1]
